0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.15480555555555553,0.20936111111111114,0.5296944444444445,0.46347222222222223,0.5882777777777778,0.5153888888888889,0.6201111111111112,0.5179166666666667,0.6421944444444445,0.6615,0.3995555555555556,0.5636666666666666,0.2683333333333333,0.584388888888889,0.31622222222222224,0.0
0.12230555555555556,0.0,0.19769444444444445,0.4103888888888889,0.3441666666666667,0.46900000000000003,0.39608333333333334,0.5199444444444444,0.4177777777777778,0.5420555555555556,0.5613611111111111,0.2802777777777778,0.44436111111111115,0.1686111111111111,0.4650833333333333,0.2461111111111111,0.12230555555555556
0.25313888888888886,0.23419444444444446,0.0,0.5048055555555555,0.4386111111111111,0.5634166666666667,0.5163055555555556,0.577,0.4748333333333334,0.5991111111111111,0.6184166666666667,0.40047222222222223,0.5388055555555555,0.23516666666666666,0.5595,0.2579444444444445,0.25313888888888886
0.5324444444444444,0.4136944444444444,0.5660555555555555,0.0,0.23822222222222222,0.13344444444444445,0.12133333333333333,0.3930277777777778,0.29400000000000004,0.41122222222222227,0.4400833333333333,0.1913611111111111,0.10880555555555556,0.3360277777777778,0.12952777777777777,0.39311111111111113,0.5324444444444444
0.4425,0.32375,0.47608333333333336,0.18077777777777776,0.0,0.18388888888888888,0.2485,0.30319444444444443,0.18530555555555556,0.328,0.3653611111111111,0.19952777777777778,0.18533333333333335,0.24605555555555556,0.17047222222222225,0.30236111111111114,0.4425
0.5688333333333333,0.45011111111111113,0.6024444444444444,0.10844444444444444,0.20297222222222225,0.0,0.17616666666666667,0.3503611111111111,0.2513333333333333,0.3685555555555555,0.3974166666666667,0.23158333333333334,0.0956111111111111,0.3724166666666667,0.11633333333333333,0.4295,0.5688333333333333
0.4975833333333333,0.38972222222222225,0.5557777777777778,0.10219444444444443,0.25322222222222224,0.1786388888888889,0.0,0.4382222222222222,0.3391944444444444,0.45644444444444443,0.48527777777777775,0.1123611111111111,0.1540277777777778,0.3683888888888889,0.17475000000000002,0.43833333333333335,0.4975833333333333
0.6018055555555556,0.4830833333333333,0.5263611111111112,0.36519444444444443,0.3006388888888889,0.35744444444444445,0.43291666666666667,0.0,0.1213611111111111,0.024833333333333336,0.08958333333333333,0.4523055555555555,0.3331388888888889,0.39172222222222225,0.3146388888888889,0.37605555555555553,0.6018055555555556
0.5138333333333334,0.39511111111111114,0.4383888888888889,0.26708333333333334,0.18558333333333335,0.25933333333333336,0.3348055555555555,0.11797222222222221,0.0,0.14277777777777778,0.19652777777777777,0.33725,0.23505555555555557,0.30375,0.22019444444444447,0.2880833333333333,0.5138333333333334
0.6239166666666667,0.5051666666666667,0.5484722222222222,0.3833888888888889,0.3254722222222222,0.37563888888888886,0.45111111111111113,0.024833333333333336,0.14616666666666667,0.0,0.06905555555555555,0.4771111111111111,0.3513611111111111,0.41383333333333333,0.33144444444444443,0.3981388888888889,0.6239166666666667
0.6220277777777778,0.5032777777777777,0.5465555555555556,0.41224999999999995,0.34238888888888885,0.4045,0.47997222222222224,0.08958333333333333,0.19649999999999998,0.06905555555555555,0.0,0.4789722222222222,0.38019444444444445,0.4119166666666667,0.36030555555555555,0.39625,0.6220277777777778
0.3852222222222222,0.2773333333333333,0.4434166666666667,0.1726111111111111,0.19419444444444445,0.20725000000000002,0.11580555555555555,0.43961111111111106,0.32172222222222224,0.4644166666666667,0.49825,0.0,0.2135,0.2560277777777778,0.23422222222222225,0.3335277777777778,0.3852222222222222
0.5356666666666667,0.41694444444444445,0.5692777777777778,0.07527777777777778,0.1808888888888889,0.0931111111111111,0.143,0.3283055555555556,0.22927777777777777,0.34650000000000003,0.3753611111111111,0.19841666666666666,0.0,0.33925,0.036500000000000005,0.3963333333333333,0.5356666666666667
0.2606111111111111,0.16044444444444445,0.24130555555555558,0.3016666666666667,0.23544444444444446,0.36027777777777775,0.3518611111111111,0.39458333333333334,0.29241666666666666,0.4166944444444444,0.436,0.23605555555555555,0.33566666666666667,0.0,0.35636111111111113,0.09133333333333334,0.2606111111111111
0.5633888888888889,0.4446388888888889,0.597,0.10300000000000001,0.17155555555555557,0.12083333333333333,0.17072222222222222,0.3146388888888889,0.21991666666666668,0.33144444444444443,0.36030555555555555,0.2261388888888889,0.041,0.3669722222222222,0.0,0.4051666666666666,0.5633888888888889
0.3428888888888889,0.2427222222222222,0.2879444444444444,0.3343333333333333,0.26811111111111113,0.39294444444444443,0.40205555555555555,0.3610555555555555,0.2588888888888889,0.3831666666666667,0.40247222222222223,0.31599999999999995,0.3683055555555556,0.08413888888888889,0.38325000000000004,0.0,0.3428888888888889
0.0,0.15480555555555553,0.20936111111111114,0.5296944444444445,0.46347222222222223,0.5882777777777778,0.5153888888888889,0.6201111111111112,0.5179166666666667,0.6421944444444445,0.6615,0.3995555555555556,0.5636666666666666,0.2683333333333333,0.584388888888889,0.31622222222222224,0.0
